DOI,Title,Authors,Affiliations,Funding Sources,Abstract,Year,URL,Chemicals Mentioned,Chemicals with InChIKey
10.1021/acs.est.0c08731,Molten Salt-Promoted MgO Adsorbents for CO<sub>2</sub> Capture: Transient Kinetic Studies,"Gao, Wanlin, Vasiliades, Michalis A., Damaskinos, Constantinos M., Zhao, Meng, Fan, Wenqi, Wang, Qiang, Reina, Tomas Ramirez, Efstathiou, Angelos M.","College of Environmental Science and Engineering, Beijing Forestry University, 35 Qinghua East Road, Haidian District, Beijing 100083, P. R. China | Chemistry Department, Heterogeneous Catalysis Lab, University of Cyprus, 1 University Ave., University Campus 2109 Nicosia, Cyprus | Chemistry Department, Heterogeneous Catalysis Lab, University of Cyprus, 1 University Ave., University Campus 2109 Nicosia, Cyprus | College of Environmental Science and Engineering, Beijing Forestry University, 35 Qinghua East Road, Haidian District, Beijing 100083, P. R. China | College of Environmental Science and Engineering, Beijing Forestry University, 35 Qinghua East Road, Haidian District, Beijing 100083, P. R. China | College of Environmental Science and Engineering, Beijing Forestry University, 35 Qinghua East Road, Haidian District, Beijing 100083, P. R. China | Department of Chemical and Process Engineering, University of Surrey GU2 7XH Guildford, United Kingdom | Chemistry Department, Heterogeneous Catalysis Lab, University of Cyprus, 1 University Ave., University Campus 2109 Nicosia, Cyprus",Ministry of Education of the People's Republic of China; Beijing Municipal Commission of Education; University of Cyprus; National Natural Science Foundation of China; International Science and Technology Cooperation Project of Bingtuan,"Optimization of MgO adsorbents is predominantly focused on the regulation of appropriate adsorption sites for CO2 associated with Mg2+-O2- sites of low coordination. Here, for the first time, we conducted transient kinetic experiments to identify and characterize changes of the CO2 molecular path in MgO-based CO2 adsorbents upon the addition of molten salt modifiers. Among the optimized samples, addition of 10 mol % NaNO2 on the surface of MgO exhibited the highest CO2 uptake (15.7 mmol g-1) at 350 °C compared to less than 0.1 mmol g-1 for the unpromoted MgO. Kinetic modeling showed that the interaction of molten salt-promoted MgO with CO2 at 300 °C involves three different processes, namely, fast surface adsorption associated with surface-active basic sites, chemical reaction associated with MgCO3 formation, and a slow diffusion step being the rate-limiting step of the carbonation process. Furthermore, transient kinetic studies coupled with mass spectrometry under low CO2 partial pressure agreed well with the kinetic simulation results based on TGA measurements, demonstrating an in-depth understanding of the CO2-capturing performance gained and its considerable significance for future practical designs of precombustion CO2 capture.",2021,https://doi.org/10.1021/acs.est.0c08731,MgCO3; CO2; NaNO2; Mg2+-O2; MgO,MgCO3 (ZLNQQNXFFQJAID-UHFFFAOYSA-L); CO2 (CURLTUGMZLYLDI-UHFFFAOYSA-N); NaNO2 (LPXPTNMVRIOKMN-UHFFFAOYSA-M); Mg2+-O2 (Error); MgO (CPLXHLVBOLITMK-UHFFFAOYSA-N)
10.1021/acs.est.1c05134,Oxygen Isotope Tracing Study to Directly Reveal the Role of O<sub>2</sub> and H<sub>2</sub>O in the Photocatalytic Oxidation Mechanism of Gaseous Monoaromatics,"Chen, Jiangyao, Yi, Jiajing, Zhu, Weikun, Zhang, Weina, An, Taicheng","Guangdong Key Laboratory of Environmental Catalysis and Health Risk Control, Guangdong Technology Research Center for Photocatalytic Technology Integration and Equipment Engineering, Institute of Environmental Health and Pollution Control, Guangdong University of Technology, Guangzhou 510006, China; Guangzhou Key Laboratory of Environmental Catalysis and Pollution Control, Guangdong-Hong Kong-Macao Joint Laboratory for Contaminants Exposure and Health, School of Environmental Science and Engineering, Guangdong University of Technology, Guangzhou 510006, China | Guangdong Key Laboratory of Environmental Catalysis and Health Risk Control, Guangdong Technology Research Center for Photocatalytic Technology Integration and Equipment Engineering, Institute of Environmental Health and Pollution Control, Guangdong University of Technology, Guangzhou 510006, China | Guangdong Key Laboratory of Environmental Catalysis and Health Risk Control, Guangdong Technology Research Center for Photocatalytic Technology Integration and Equipment Engineering, Institute of Environmental Health and Pollution Control, Guangdong University of Technology, Guangzhou 510006, China | Guangdong Key Laboratory of Environmental Catalysis and Health Risk Control, Guangdong Technology Research Center for Photocatalytic Technology Integration and Equipment Engineering, Institute of Environmental Health and Pollution Control, Guangdong University of Technology, Guangzhou 510006, China; Guangzhou Key Laboratory of Environmental Catalysis and Pollution Control, Guangdong-Hong Kong-Macao Joint Laboratory for Contaminants Exposure and Health, School of Environmental Science and Engineering, Guangdong University of Technology, Guangzhou 510006, China | Guangdong Key Laboratory of Environmental Catalysis and Health Risk Control, Guangdong Technology Research Center for Photocatalytic Technology Integration and Equipment Engineering, Institute of Environmental Health and Pollution Control, Guangdong University of Technology, Guangzhou 510006, China; Guangzhou Key Laboratory of Environmental Catalysis and Pollution Control, Guangdong-Hong Kong-Macao Joint Laboratory for Contaminants Exposure and Health, School of Environmental Science and Engineering, Guangdong University of Technology, Guangzhou 510006, China","National Natural Science Foundation of China; The Innovation Team Project of Guangdong Provincial Department of Education, China; Key-Area Research and Development Program of GuangDong Province; National Key R&D Program of China; Local Innovative and Research Teams Project of Guangdong Pearl River Talents Program","O2 and H2O influence the photocatalytic oxidation mechanism of gaseous monoaromatics, but still in an unclear manner, due to the lack of direct evidence. Tracing an oxygen atom from 16O2 and H218O to intermediates can clarify their roles. The low H218O content suppressed the formation of benzenedicarboxaldehydes during the oxidation of xylenes and 16O2 greatly affected the yield of total intermediates, while neither of them altered the percentage order of the products. Methylbenzaldehydes, methylbenzyl alcohols, and benzenedicarboxaldehydes possessed greater 16O percentage (≥69.49%), while higher 18O distribution was observed in methylbenzoic acids and phthalide (≥59.51%). Together with the interconversion results of the products revealed, 16O2 determined the transformation of xylenes initially to methylbenzaldehydes and then to methylbenzyl alcohols or benzenedicarboxaldehydes, while H218O mainly contributed to conversion of methylbenzaldehydes to methylbenzoic acids or phthalide. Further interaction sites of xylene and its products with H2O and O2 were confirmed by molecular dynamics calculations. The same roles of 16O2 and H218O in the degradation of toluene, ethylbenzene, 1,2,4-trimethylbenzene, and 1,3,5-trimethylbenzene were also verified. This is the first report that provides direct evidence for the roles of O2 and H2O in the photocatalytic oxidation mechanism of gaseous monoaromatics. These findings are helpful to achieve controllable product formation from the oxidation of monoaromatics and predict their migration process in the atmospheric environment.",2021,https://doi.org/10.1021/acs.est.1c05134,"18O; Methylbenzaldehydes; oxygen; H218O; ethylbenzene; xylene; phthalide; 1,2,4-trimethylbenzene; H2O; methylbenzoic acids; 16O; 16O2; toluene; xylenes; methylbenzyl alcohols; benzenedicarboxaldehydes; methylbenzaldehydes; 1,3,5-trimethylbenzene; O2","18O (Error); Methylbenzaldehydes (Error); oxygen (MYMOFIZGZYHOMD-UHFFFAOYSA-N); H218O (XLYOFNOQVPJJNP-NJFSPNSNSA-N); ethylbenzene (YNQLUTRBYVCPMQ-UHFFFAOYSA-N); xylene (CTQNGGLPUBDAKN-UHFFFAOYSA-N); phthalide (WNZQDUSMALZDQF-UHFFFAOYSA-N); 1,2,4-trimethylbenzene (GWHJZXXIDMPWGX-UHFFFAOYSA-N); H2O (XLYOFNOQVPJJNP-UHFFFAOYSA-N); methylbenzoic acids (Error); 16O (SNQDOECPPDWUEE-UJPOAAIJSA-N); 16O2 (Error); toluene (YXFVVABEGXRONW-UHFFFAOYSA-N); xylenes (Error); methylbenzyl alcohols (WAPNOHKVXSQRPX-UHFFFAOYSA-N); benzenedicarboxaldehydes (Error); methylbenzaldehydes (Error); 1,3,5-trimethylbenzene (AUHZEENZYGFFBQ-UHFFFAOYSA-N); O2 (MYMOFIZGZYHOMD-UHFFFAOYSA-N)"
10.1021/acs.est.1c01175,"Variety-Selective Rhizospheric Activation, Uptake, and Subcellular Distribution of Perfluorooctanesulfonate (PFOS) in Lettuce (<i>Lactuca sativa</i> L.)","Yu, Peng-Fei, Li, Yan-Wen, Zou, Long-Jun, Liu, Bai-Lin, Xiang, Lei, Zhao, Hai-Ming, Li, Hui, Cai, Quan-Ying, Hou, Xue-Wen, Mo, Ce-Hui, Wong, Ming Hung, Li, Qing X.","Guangdong Provincial Research Center for Environment Pollution Control and Remediation Materials, College of Life Science and Technology, Jinan University, Guangzhou 510632, P. R. China | Guangdong Provincial Research Center for Environment Pollution Control and Remediation Materials, College of Life Science and Technology, Jinan University, Guangzhou 510632, P. R. China | Guangdong Provincial Research Center for Environment Pollution Control and Remediation Materials, College of Life Science and Technology, Jinan University, Guangzhou 510632, P. R. China | Guangdong Provincial Research Center for Environment Pollution Control and Remediation Materials, College of Life Science and Technology, Jinan University, Guangzhou 510632, P. R. China | Guangdong Provincial Research Center for Environment Pollution Control and Remediation Materials, College of Life Science and Technology, Jinan University, Guangzhou 510632, P. R. China | Guangdong Provincial Research Center for Environment Pollution Control and Remediation Materials, College of Life Science and Technology, Jinan University, Guangzhou 510632, P. R. China | Guangdong Provincial Research Center for Environment Pollution Control and Remediation Materials, College of Life Science and Technology, Jinan University, Guangzhou 510632, P. R. China | Guangdong Provincial Research Center for Environment Pollution Control and Remediation Materials, College of Life Science and Technology, Jinan University, Guangzhou 510632, P. R. China | State Key Laboratory for Conservation and Utilization of Subtropical Agricultural Bioresources, South China Agricultural University, Guangzhou 510642, P. R. China | Guangdong Provincial Research Center for Environment Pollution Control and Remediation Materials, College of Life Science and Technology, Jinan University, Guangzhou 510632, P. R. China | Guangdong Provincial Research Center for Environment Pollution Control and Remediation Materials, College of Life Science and Technology, Jinan University, Guangzhou 510632, P. R. China; Consortium on Environment, Health, Education and Research (CHEER), The Education University of Hong Kong, Hong Kong, P. R. China | Department of Molecular Biosciences and Bioengineering, University of Hawaii at Manoa, Honolulu, Hawaii 96822, United States",Guangdong Science and Technology Department; Government of Guangdong Province; National Natural Science Foundation of China; Natural Science Foundation of Guangdong Province; U.S. Department of Agriculture; Guangzhou City,"Perfluorooctanesulfonate (PFOS) as an accumulative emerging persistent organic pollutant in crops poses severe threats to human health. Lettuce varieties that accumulate a lower amount of PFOS (low-accumulating crop variety, LACV) have been identified, but the regarding mechanisms remain unsolved. Here, rhizospheric activation, uptake, translocation, and compartmentalization of PFOS in LACV were investigated in comparison with those of high-accumulating crop variety (HACV) in terms of rhizospheric forms, transporters, and subcellular distributions of PFOS. The enhanced PFOS desorption from the rhizosphere soils by dissolved organic matter from root exudates was observed with weaker effect in LACV than in HACV. PFOS root uptake was controlled by a transporter-mediated passive process in which low activities of aquaporins and rapid-type anion channels were corrected with low expression levels of PIPs (PIP1-1 and PIP2-2) and ALMTs (ALMT10 and ALMT13) genes in LACV roots. Higher PFOS proportions in root cell walls and trophoplasts caused lower root-to-shoot transport in LACV. The ability to cope with PFOS toxicity to shoot cells was poorer in LACV relative to HACV since PFOS proportions were higher in chloroplasts but lower in vacuoles. Our findings provide novel insights into PFOS accumulation in lettuce and further understanding of multiprocess mechanisms of LACV.",2021,https://doi.org/10.1021/acs.est.1c01175,Perfluorooctanesulfonate; PFOS,Perfluorooctanesulfonate (YFSUTJLHUFNCNZ-UHFFFAOYSA-M); PFOS (YFSUTJLHUFNCNZ-UHFFFAOYSA-N)
10.1021/acs.est.1c05309,Monthly Global Estimates of Fine Particulate Matter and Their Uncertainty,"van Donkelaar, Aaron, Hammer, Melanie S., Bindle, Liam, Brauer, Michael, Brook, Jeffery R., Garay, Michael J., Hsu, N. Christina, Kalashnikova, Olga V., Kahn, Ralph A., Lee, Colin, Levy, Robert C., Lyapustin, Alexei, Sayer, Andrew M., Martin, Randall V.","Department of Energy, Environmental, and Chemical Engineering, Washington University in St. Louis, St. Louis, Missouri 63130, United States; Department of Physics and Atmospheric Science, Dalhousie University, Halifax, Nova Scotia B3H 3J5, Canada | Department of Energy, Environmental, and Chemical Engineering, Washington University in St. Louis, St. Louis, Missouri 63130, United States | Department of Energy, Environmental, and Chemical Engineering, Washington University in St. Louis, St. Louis, Missouri 63130, United States | School of Population and Public Health, University of British Columbia, Vancouver, British Columbia V6T 1Z3, Canada; Institute for Health Metrics and Evaluation, University of Washington, Seattle, Washington 98195, United States | Dalla Lana School of Public Health, University of Toronto, Toronto, Ontario M5T 1P8, Canada | Jet Propulsion Laboratory, California Institute of Technology, Pasadena, California 91109, United States | Earth Sciences Division, NASA Goddard Space Flight Center, Greenbelt, Maryland 20771, United States | Jet Propulsion Laboratory, California Institute of Technology, Pasadena, California 91109, United States | Earth Sciences Division, NASA Goddard Space Flight Center, Greenbelt, Maryland 20771, United States | Department of Physics and Atmospheric Science, Dalhousie University, Halifax, Nova Scotia B3H 3J5, Canada | Earth Sciences Division, NASA Goddard Space Flight Center, Greenbelt, Maryland 20771, United States | Earth Sciences Division, NASA Goddard Space Flight Center, Greenbelt, Maryland 20771, United States | Earth Sciences Division, NASA Goddard Space Flight Center, Greenbelt, Maryland 20771, United States; Goddard Earth Sciences Technology and Research, Universities Space Research Association, Columbia, Maryland 21046, United States | Department of Energy, Environmental, and Chemical Engineering, Washington University in St. Louis, St. Louis, Missouri 63130, United States; Department of Physics and Atmospheric Science, Dalhousie University, Halifax, Nova Scotia B3H 3J5, Canada",National Aeronautics and Space Administration; Natural Sciences and Engineering Research Council of Canada; Washington University in St. Louis; Canadian Urban Environmental Health Research Consortium,"Annual global satellite-based estimates of fine particulate matter (PM2.5) are widely relied upon for air-quality assessment. Here, we develop and apply a methodology for monthly estimates and uncertainties during the period 1998-2019, which combines satellite retrievals of aerosol optical depth, chemical transport modeling, and ground-based measurements to allow for the characterization of seasonal and episodic exposure, as well as aid air-quality management. Many densely populated regions have their highest PM2.5 concentrations in winter, exceeding summertime concentrations by factors of 1.5-3.0 over Eastern Europe, Western Europe, South Asia, and East Asia. In South Asia, in January, regional population-weighted monthly mean PM2.5 concentrations exceed 90 μg/m3, with local concentrations of approximately 200 μg/m3 for parts of the Indo-Gangetic Plain. In East Asia, monthly mean PM2.5 concentrations have decreased over the period 2010-2019 by 1.6-2.6 μg/m3/year, with decreases beginning 2-3 years earlier in summer than in winter. We find evidence that global-monitored locations tend to be in cleaner regions than global mean PM2.5 exposure, with large measurement gaps in the Global South. Uncertainty estimates exhibit regional consistency with observed differences between ground-based and satellite-derived PM2.5. The evaluation of uncertainty for agglomerated values indicates that hybrid PM2.5 estimates provide precise regional-scale representation, with residual uncertainty inversely proportional to the sample size.",2021,https://doi.org/10.1021/acs.est.1c05309,Indo,Indo (Error)
10.1021/esv055i007_1468135,Issue Editorial Masthead,,,Not Found,,2021,https://doi.org/10.1021/esv055i007_1468135,No chemicals found,No chemicals found
10.1021/esv055i014_1497538,Issue Publication Information,,,Not Found,,2021,https://doi.org/10.1021/esv055i014_1497538,No chemicals found,No chemicals found
10.1021/acs.est.0c08625,Estimating US Background Ozone Using Data Fusion,"Skipper, T. Nash, Hu, Yongtao, Odman, M. Talat, Henderson, Barron H., Hogrefe, Christian, Mathur, Rohit, Russell, Armistead G.","School of Civil & Environmental Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332, United States | School of Civil & Environmental Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332, United States | School of Civil & Environmental Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332, United States | United States Environmental Protection Agency, Research Triangle Park, Durham, North Carolina 27709, United States | United States Environmental Protection Agency, Research Triangle Park, Durham, North Carolina 27709, United States | United States Environmental Protection Agency, Research Triangle Park, Durham, North Carolina 27709, United States | School of Civil & Environmental Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332, United States",National Aeronautics and Space Administration; Phillips 66 Company,"US background (US-B) ozone (O3) is the O3 that would be present in the absence of US anthropogenic (US-A) emissions. US-B O3 varies by location and season and can make up a large, sometimes dominant, portion of total O3. Typically, US-B O3 is quantified using a chemical transport model (CTM) though results are uncertain due to potential errors in model process descriptions and inputs, and there are significant differences in various model estimates of US-B O3. We develop and apply a method to fuse observed O3 with US-B O3 simulated by a regional CTM (CMAQ). We apportion the model bias as a function of space and time to US-B and US-A O3. Trends in O3 bias are explored across different simulation years and varying model scales. We found that the CTM US-B O3 estimate was typically biased low in spring and high in fall across years (2016-2017) and model scales. US-A O3 was biased high on average, with bias increasing for coarser resolution simulations. With the application of our data fusion bias adjustment method, we estimate a 28% improvement in the agreement of adjusted US-B O3. Across the four estimates, we found annual mean CTM-simulated US-B O3 ranging from 30 to 37 ppb with the spring mean ranging from 32 to 39 ppb. After applying the bias adjustment, we found annual mean US-B O3 ranging from 32 to 33 ppb with the spring mean ranging from 37 to 39 ppb.",2021,https://doi.org/10.1021/acs.est.0c08625,O3; ozone; O3 estimate,O3 (CBENFWSGALASAD-UHFFFAOYSA-N); ozone (CBENFWSGALASAD-UHFFFAOYSA-N); O3 estimate (Error)
10.1021/acs.est.0c07325,A Rapid and Sensitive Chemical Screening Method for E-Cigarette Aerosols Based on Runtime Cavity Ringdown Spectroscopy,"Rajapaksha, Ruwini D, Tehrani, Mina W., Rule, Ana M., Harb, Charles C.","RingIR, 609 Broadway Blvd NE, Albuquerque, New Mexico 87102, United States | Department of Environmental Health and Engineering, Johns Hopkins Bloomberg School of Public Health, 615 N. Wolfe Street, Baltimore, Maryland 21205, United States | Department of Environmental Health and Engineering, Johns Hopkins Bloomberg School of Public Health, 615 N. Wolfe Street, Baltimore, Maryland 21205, United States | RingIR, 609 Broadway Blvd NE, Albuquerque, New Mexico 87102, United States",National Institute of Environmental Health Sciences; Center for Tobacco Products,"Growing demand of Juul and other electronic cigarettes, despite critical knowledge gaps about their chemical composition, has led to concerns regarding their potential health effects. We introduce a novel analytical approach, runtime cavity ringdown spectroscopy (rtCRDS) for rapid detection of oxidative products in e-cigarette aerosols, to facilitate the study of aerosol from a single puff of e-liquid. We report a systematic investigation of three flavors of commercial Juul pods (Virginia tobacco, mango, and menthol) and known commercial e-liquid ingredients (propylene glycol (PG), vegetable glycerin (VG), nicotine, ethyl maltol, benzoic acid, and nicotine benzoate) vaped using Juul devices. Juul e-liquids and neat chemical additives spiked into a 30:70 PG/VG solution were vaped and their aerosols were collected in 1-L Tedlar gas bags and analyzed using rtCRDS. Acetaldehyde, formaldehyde, and acetone were identified as primary oxidative products in aerosolized PG/VG. Ethanol was detected as a major constituent of the three commercial Juul flavors. Spectral intensities of carbonyl compounds increased with the addition of spikes, benzoic acid, ethyl maltol, and nicotine to PG/VG, suggesting that oxidative product generation increases with common additives. The method of direct, rapid analysis of e-cig aerosols introduced here can be used to complement traditional methods in vaping exposures.",2021,https://doi.org/10.1021/acs.est.0c07325,formaldehyde; propylene glycol; benzoic acid; nicotine benzoate; Ethanol; nicotine; menthol; Acetaldehyde; acetone; carbonyl; ethyl maltol,formaldehyde (WSFSSNUMVMOOMR-UHFFFAOYSA-N); propylene glycol (DNIAPMSPPWPWGF-UHFFFAOYSA-N); benzoic acid (WPYMKLBDIGXBTP-UHFFFAOYSA-N); nicotine benzoate (VAUQRLHPXWYZRZ-PPHPATTJSA-N); Ethanol (LFQSCWFLJHTTHZ-UHFFFAOYSA-N); nicotine (SNICXCGAKADSCV-JTQLQIEISA-N); menthol (NOOLISFMXDJSKH-UHFFFAOYSA-N); Acetaldehyde (IKHGUXGNUITLKF-UHFFFAOYSA-N); acetone (CSCPPACGZOOCGX-UHFFFAOYSA-N); carbonyl (WSFSSNUMVMOOMR-UHFFFAOYSA-N); ethyl maltol (YIKYNHJUKRTCJL-UHFFFAOYSA-N)
10.1021/acs.est.1c03617,SO<sub>2</sub> Poisoning Mechanism of the Multi-active Center Catalyst for Chlorobenzene and NO<sub><i>x</i></sub> Synergistic Degradation at Dry and Humid Environments,"Li, Guobo, Shen, Kai, Wu, Peng, Zhang, Yaping, Hu, Yaqin, Xiao, Rui, Wang, Bing, Zhang, Shule","Key Laboratory of Energy Thermal Conversion and Control of Ministry of Education, School of Energy and Environment, Southeast University, Nanjing 210096, Jiangsu, P. R. China | Key Laboratory of Energy Thermal Conversion and Control of Ministry of Education, School of Energy and Environment, Southeast University, Nanjing 210096, Jiangsu, P. R. China | Key Laboratory of Energy Thermal Conversion and Control of Ministry of Education, School of Energy and Environment, Southeast University, Nanjing 210096, Jiangsu, P. R. China | Key Laboratory of Energy Thermal Conversion and Control of Ministry of Education, School of Energy and Environment, Southeast University, Nanjing 210096, Jiangsu, P. R. China | Key Laboratory of Energy Thermal Conversion and Control of Ministry of Education, School of Energy and Environment, Southeast University, Nanjing 210096, Jiangsu, P. R. China | Key Laboratory of Energy Thermal Conversion and Control of Ministry of Education, School of Energy and Environment, Southeast University, Nanjing 210096, Jiangsu, P. R. China | Key Laboratory of Energy Thermal Conversion and Control of Ministry of Education, School of Energy and Environment, Southeast University, Nanjing 210096, Jiangsu, P. R. China | School of Chemical Engineering, Nanjing University of Science and Technology, Nanjing 210094, P. R. China",Ministry of Science and Technology of the People's Republic of China,"The performance of fresh (PdV/TiO2), sulfur poisoned (Used-S and Used-H), and regenerated (Used-RS and Used-RH) multi-active center catalysts for chlorobenzene catalytic oxidation and selective catalytic reduction (CBCO + SCR) reaction is investigated. The reaction on the catalyst surface is blocked after sulfur poisoning owing to the occupation and deposition of catalyst active centers (mainly Pd centers) by PdSO4 (and/or PdS in a dry environment) and NH4HSO4 species, especially the CBCO process. Sulfates (mainly NH4HSO4) on the sulfur poisoned catalyst surface are partially decomposed after 400 °C thermal regeneration, while the deactivation caused by the formation of PdSO4 species is irreversible. Density functional theory calculation results show that in the PdSO4 and NH4HSO4 generation paths, each step of the elementary reaction has just a small energy barrier to overcome, and the stability of the product for each elementary reaction increases gradually. Even worse, SO2 is easily combined with H2O gas molecules to form H2SO3 in a humid environment, and the energy barrier for conversion of SO32- to SO42- is just 0.041 eV. The two oxygen vacancies (VOx-1 or TiOx-1) provide adsorption sites for CBCO + SCR reaction gas molecules but do not exhibit adsorption properties for SO2, which gives a possible idea for optimization of sulfur resistance. The present work is favorable for further synergistic removal of CB/NOx by the catalyst for anti-SO2 poisoning modification and application in the manufacture industry.",,https://doi.org/10.1021/acs.est.1c03617,chlorobenzene; H2SO3; PdS; H2O; oxygen; NH4HSO4; SO32; Sulfates; PdSO4; sulfur; SO42; TiO2; SO2; Pd,chlorobenzene (MVPPADPHJFYWMZ-UHFFFAOYSA-N); H2SO3 (LSNNMFCWUKXFEE-UHFFFAOYSA-N); PdS (OHIVGFJSFMOMNC-UHFFFAOYSA-N); H2O (XLYOFNOQVPJJNP-UHFFFAOYSA-N); oxygen (MYMOFIZGZYHOMD-UHFFFAOYSA-N); NH4HSO4 (BIGPRXCJEDHCLP-UHFFFAOYSA-N); SO32 (Error); Sulfates (Error); PdSO4 (RFLFDJSIZCCYIP-UHFFFAOYSA-L); sulfur (NINIDFKCEFEMDL-UHFFFAOYSA-N); SO42 (Error); TiO2 (GWEVSGVZZGPLCZ-UHFFFAOYSA-N); SO2 (RAHZWNYVWXNFOC-UHFFFAOYSA-N); Pd (KDLHZDBZIXYQEI-UHFFFAOYSA-N)
10.1021/acs.est.0c06450,Ractopamine and Other Growth-Promoting Compounds in Beef Cattle Operations: Fate and Transport in Feedlot Pens and Adjacent Environments,"Challis, J. K., Sura, S., Cantin, J., Curtis, A. W., Shade, K. M., McAllister, T. A., Jones, P. D., Giesy, J. P., Larney, F. J.","Toxicology Centre, University of Saskatchewan, Saskatoon, Saskatchewan S7N 5C9, Canada | Agriculture and Agri-Food Canada (AAFC), Morden, Manitoba R6M 1Y5, Canada | Toxicology Centre, University of Saskatchewan, Saskatoon, Saskatchewan S7N 5C9, Canada; Agriculture and Agri-Food Canada (AAFC), Lethbridge, Alberta T1J 4B1, Canada | Agriculture and Agri-Food Canada (AAFC), Lethbridge, Alberta T1J 4B1, Canada | Agriculture and Agri-Food Canada (AAFC), Lethbridge, Alberta T1J 4B1, Canada | Agriculture and Agri-Food Canada (AAFC), Lethbridge, Alberta T1J 4B1, Canada | Toxicology Centre, University of Saskatchewan, Saskatoon, Saskatchewan S7N 5C9, Canada | Toxicology Centre, University of Saskatchewan, Saskatoon, Saskatchewan S7N 5C9, Canada; Department of Veterinary Biomedical Sciences, University of Saskatchewan, Saskatoon, Saskatchewan S7N 5C9, Canada; Department of Environmental Science, Baylor University, Waco, Texas 76798, United States | Agriculture and Agri-Food Canada (AAFC), Lethbridge, Alberta T1J 4B1, Canada",Government of Canada; Beef Cattle Research Council; Canada Research Chairs,"The current study represents a comprehensive investigation of the occurrence and fates of trenbolone acetate (TBA) and metabolites 17α-trenbolone (17α-TBOH), 17β-TBOH, and trendione (TBO); melengesterol acetate (MGA); and the less commonly studied β-andrenergic agonist ractopamine (RAC) in two 8 month cattle feeding trials and simulated rainfall runoff experiments. Cattle were administered TBA, MGA, or RAC, and their residues were measured in fresh feces, pen floor material, and simulated rainfall runoff from pen floor surfaces and manure-amended pasture. Concentrations of RAC ranged from 3600 ng g-1, dry weight (dw), in pen floor to 58 000 ng g-1 in fresh feces and were, on average, observed at 3-4 orders of magnitude greater than those of TBA and MGA. RAC persisted in pen floors (manure t1/2 = 18-49 days), and contamination of adjacent sites was observed, likely via transport of windblown particulates. Concentrations in runoff water from pen floors extrapolated to larger-scale commercial feedlots revealed that a single rainfall event could result in mobilization of gram quantities of RAC. This is the first report of RAC occurrence and fate in cattle feedlot environments, and will help understand the risks posed by this chemical and inform appropriate manure-management practices.",2021,https://doi.org/10.1021/acs.est.0c06450,melengesterol acetate; trenbolone acetate; RAC; ractopamine; trendione; TBA; MGA; 17β-TBOH; 17α-trenbolone; 17α-TBOH,melengesterol acetate (Error); trenbolone acetate (CMRJPMODSSEAPL-FYQPLNBISA-N); RAC (WBKIRHATIRDZAH-UHFFFAOYSA-N); ractopamine (YJQZYXCXBBCEAQ-UHFFFAOYSA-N); trendione (KBSXJBBFQODDTQ-RYRKJORJSA-N); TBA (Error); MGA (UDKABVSQKJNZBH-DWNQPYOZSA-N); 17β-TBOH (Error); 17α-trenbolone (Error); 17α-TBOH (Error)
